Country,Currency,Location,First 60 Days US$,First 60 Days Local,>60 Days Local,Room as % of DSA,Effective Date d/mm/y,Survey Date d/mm/y,Notes
Vanuatu,Vatu,Port Vila,351,"37,800","28,400",61,01/08/18,01/02/18,
Vanuatu,Vatu,Santos,256,"27,600","20,700",57,01/08/18,01/02/18,
Vanuatu,Vatu,Tanna Island,294,"31,700","23,800",65,01/08/18,01/02/18,
Vanuatu,Vatu,Elsewhere,108,"11,600","8,700",84,01/08/18,01/03/17,
Venezuela,Bolivar Fuerte,Caracas,146,"25,103,000","18,913,000",71,01/08/18,01/09/15,
Venezuela,Bolivar Fuerte,"Barcelona, Puerto La Cruz",109,"18,741,000","14,099,000",58,01/08/18,01/09/15,
Venezuela,Bolivar Fuerte,Barinas,56,"9,628,000","7,221,000",71,01/08/18,01/09/15,
Venezuela,Bolivar Fuerte,Barquisimieto,100,"17,194,000","12,895,000",71,01/08/18,01/09/15,
Venezuela,Bolivar Fuerte,Cumana,78,"13,411,000","10,144,000",74,01/08/18,01/09/15,
Venezuela,Bolivar Fuerte,Isla de Margarita,108,"18,569,000","13,927,000",77,01/08/18,01/09/15,
Venezuela,Bolivar Fuerte,La Guaira,146,"25,103,000","18,913,000",77,01/08/18,01/09/15,
Venezuela,Bolivar Fuerte,Maracaibo,90,"15,474,000","11,692,000",70,01/08/18,01/09/15,
Venezuela,Bolivar Fuerte,Maracay and Valencia,98,"16,850,000","12,723,000",65,01/08/18,01/09/15,
Venezuela,Bolivar Fuerte,Maturin,68,"11,692,000","8,769,000",74,01/08/18,01/09/15,
Venezuela,Bolivar Fuerte,Merida,67,"11,520,000","8,597,000",69,01/08/18,01/09/15,
Venezuela,Bolivar Fuerte,Puerto Ordaz,112,"19,257,000","14,443,000",67,01/08/18,01/09/15,
Venezuela,Bolivar Fuerte,Punto Fijo,73,"12,551,000","9,457,000",66,01/08/18,01/09/15,
Venezuela,Bolivar Fuerte,San Cristobal,52,"8,941,000","6,706,000",55,01/08/18,01/09/15,
Venezuela,Bolivar Fuerte,Elsewhere,47,"8,081,000","6,018,000",59,01/08/18,01/09/15,
Vietnam,VietNam Dong,Hanoi,168,"3,907,000","3,907,000",59,01/08/18,01/07/16,
Vietnam,VietNam Dong,Can Tho,89,"2,070,000","1,558,000",55,01/08/18,01/07/16,
Vietnam,VietNam Dong,Da Lat,130,"3,024,000","2,279,000",58,01/08/18,01/07/16,
Vietnam,VietNam Dong,"Da Nang City, Nha Trang",132,"3,070,000","2,303,000",62,01/08/18,01/07/16,
Vietnam,VietNam Dong,Ha Long City,98,"2,279,000","1,721,000",55,01/08/18,01/07/16,
Vietnam,VietNam Dong,"Hai Phong City , Do Son",132,"3,070,000","2,303,000",60,01/08/18,01/07/16,
Vietnam,VietNam Dong,Ho Chi Minh City,159,"3,698,000","3,698,000",58,01/08/18,01/07/16,
Vietnam,VietNam Dong,Hoi An City,128,"2,977,000","2,233,000",61,01/08/18,01/07/16,
Vietnam,VietNam Dong,Hue City,103,"2,396,000","1,791,000",56,01/08/18,01/07/16,
Vietnam,VietNam Dong,Elsewhere,69,"1,605,000","1,605,000",54,01/08/18,01/07/16,
Virgin Islands,U.S.A,All Areas (1 May -14 Dec.),381,381,286,64,01/11/15,01/11/15,
Virgin Islands,U.S.A,All Areas (15 Dec. - 30 Apr.),530,530,398,70,01/11/16,01/11/16,
West Bank,Shekel,Jericho Area,186,680,510,63,01/08/18,01/08/17,
West Bank,Shekel,The Gaza Strip,165,600,454,61,01/08/18,01/08/17,
West Bank,Shekel,Elsewhere in the West Bank,217,800,600,62,01/08/18,01/08/17,
Western Sahara,Morocco Dirham,Laayoune,118,"1,110",830,45,01/08/18,01/07/17,
"Yemen, Republic of",Yemeni Rial,Sana'a,150,"69,200","52,100",50,01/07/18,01/04/15,
"Yemen, Republic of",Yemeni Rial,Sana'a (DTF-Former Sheraton),291,"134,000","101,000",64,01/07/18,01/09/15,
"Yemen, Republic of",Yemeni Rial,"Sana'a (Movenpick, Sheba)",220,"101,000","76,100",54,01/07/18,01/04/15,1
"Yemen, Republic of",Yemeni Rial,Aden,134,"61,800","46,600",52,01/07/18,01/04/15,
"Yemen, Republic of",Yemeni Rial,Hodeidah,104,"48,000","36,000",46,01/07/18,01/04/15,
"Yemen, Republic of",Yemeni Rial,Mukalla (Ramada),144,"66,400","49,800",49,01/07/18,01/04/15,1
"Yemen, Republic of",Yemeni Rial,Socotra,127,"58,600","43,800",59,01/07/18,01/04/15,
"Yemen, Republic of",Yemeni Rial,Taiz (Al-Saeed),184,"84,900","63,600",54,01/07/18,01/04/15,1
"Yemen, Republic of",Yemeni Rial,Elsewhere,100,"46,100","34,600",51,01/07/18,01/04/15,
Zambia,Zambian Kwacha,Lusaka,246,"2,460","1,850",69,01/08/18,01/09/17,
Zambia,Zambian Kwacha,Lusaka (Intercontinental Hotel),313,"3,130","2,350",66,01/08/18,01/09/17,1
Zambia,Zambian Kwacha,"Lusaka (Protea Arcade, Southern Sun Ridgeway, Taj Pamodzi)",343,"3,430","2,570",72,01/08/18,01/09/17,1
Zambia,Zambian Kwacha,Chingola,186,"1,860","1,400",66,01/08/18,01/09/17,
Zambia,Zambian Kwacha,Chipata,137,"1,370","1,030",69,01/08/18,01/09/17,
Zambia,Zambian Kwacha,Chipata (Protea),299,"2,990","2,240",74,01/08/18,01/10/17,1
Zambia,Zambian Kwacha,Kitwe,219,"2,190","1,640",67,01/08/18,01/09/17,
Zambia,Zambian Kwacha,Livingstone,187,"1,870","1,400",74,01/08/18,01/09/17,
Zambia,Zambian Kwacha,"Livingstone (Protea, David Livingstone, Avani Victoria Falls)",445,"4,450","3,340",67,01/08/18,01/09/17,1
Zambia,Zambian Kwacha,Ndola,289,"2,890","2,170",67,01/08/18,01/09/17,
Zambia,Zambian Kwacha,"Siavonga (Lake Safari, Lake Kariba, Freshview)",174,"1,740","1,310",65,01/08/18,01/09/17,1
Zambia,Zambian Kwacha,Solwezi,183,"1,830","1,370",72,01/08/18,01/09/17,
Zambia,Zambian Kwacha,"Solwezi (Kasanshi, Royal Solwezi)",269,"2,690","2,020",66,01/08/18,01/09/17,1
Zambia,Zambian Kwacha,Elsewhere,128,"1,280",960,67,01/08/18,01/09/17,
Zimbabwe,Zimbabwe Dollar,Harare,188,"28,200,000","21,150,000",60,01/09/17,01/09/17,
Zimbabwe,Zimbabwe Dollar,Harare (Meikles),202,"30,300,000","22,725,000",62,01/07/18,01/07/18,1
Zimbabwe,Zimbabwe Dollar,Bulawayo,151,"22,650,000","16,988,000",58,01/09/17,01/09/17,
Zimbabwe,Zimbabwe Dollar,Chegutu (Pamuzunda Hotel),189,"28,350,000","21,263,000",63,01/09/17,01/09/17,1
Zimbabwe,Zimbabwe Dollar,Kadoma,160,"24,000,000","18,000,000",53,01/09/17,01/09/17,
Zimbabwe,Zimbabwe Dollar,Kariba,157,"23,550,000","17,663,000",59,01/09/17,01/09/17,
Zimbabwe,Zimbabwe Dollar,Masvingo,127,"19,050,000","14,288,000",60,01/09/17,01/09/17,
Zimbabwe,Zimbabwe Dollar,Mutare,156,"23,400,000","17,550,000",57,01/09/17,01/09/17,
Zimbabwe,Zimbabwe Dollar,Nyanga,150,"22,500,000","16,875,000",58,01/09/17,01/09/17,
Zimbabwe,Zimbabwe Dollar,Victoria Falls,199,"29,850,000","22,388,000",58,01/09/17,01/09/17,
Zimbabwe,Zimbabwe Dollar,Victoria Falls (Victoria Falls Hotel),293,"43,950,000","32,963,000",61,01/09/17,01/09/17,1
Zimbabwe,Zimbabwe Dollar,Vumba (Leopard Rock),196,"29,400,000","22,050,000",66,01/07/18,01/07/18,1
Zimbabwe,Zimbabwe Dollar,Elsewhere,110,"16,500,000","12,375,000",56,01/09/17,01/09/17,
